sector,year_month,avg_close,total_volume,avg_return,num_companies
Automobile,2023-05,296.4134808215466,6876368,-0.28391339239260666,4
Automobile,2023-06,303.6589853571749,8812324,0.27188826672404665,4
Automobile,2023-07,324.31820439717853,28966907,0.8186129740856707,4
Automobile,2023-08,329.9054721334706,25011398,-0.19649998809078262,4
Automobile,2023-09,329.67682385731894,19320170,0.5888015390928437,4
Automobile,2023-10,368.25242415341467,42626216,2.2350554144367667,4
Automobile,2023-11,497.03071383772226,68876458,1.1868707167597534,4
Automobile,2023-12,581.4853534009084,52257203,0.04932289938140264,4
Automobile,2024-01,629.6057915581597,50610263,0.46283602283849956,4
Automobile,2024-02,652.4357338434534,54301925,0.9584016020532172,4
Automobile,2024-03,713.2538873213756,41796839,0.18655749120784038,4
Automobile,2024-04,763.0559934728286,56653105,0.973043325775482,4
Automobile,2024-05,872.9361738725142,37054456,0.2924734421715178,3
Automobile,2024-06,914.9665252087163,26461183,0.13382254847365296,3
Automobile,2024-07,995.4287003226902,24402589,0.48166569744263316,3
Automobile,2024-08,1007.1860642206101,13858988,-0.17055546050861897,3
Automobile,2024-09,990.6663634285094,10977643,-0.07960026258516717,3
Automobile,2024-10,1016.6467152471128,15579293,0.24232259955127142,3
Automobile,2024-11,1123.0817449660528,17445588,0.23209336304649067,3
Automobile,2024-12,1175.324217781188,20605123,0.3778983832263984,3
Automobile,2025-01,1175.6209601803102,15942276,0.05578908794533645,3
Automobile,2025-02,1193.7294290107593,13196063,0.06804360234057438,3
Automobile,2025-03,1182.518551781064,4740586,-0.0805678865867421,3
Automobile,2025-04,1205.5296417236327,18158802,0.11715592446794337,3
Automobile,2025-05,1207.2582184322296,10545230,-0.06665174959435903,3
Automobile,2025-06,1131.3192032102554,5598193,-0.2070447483596858,3
Automobile,2025-07,1236.1432362432065,11119132,0.5266351444784261,3
Automobile,2025-08,1367.159248860677,8578629,0.5124879898835107,3
Automobile,2025-09,1449.7080096620502,7770960,0.058971275070021395,3
Automobile,2025-10,1483.1627728006115,7722909,-0.07288263807989058,3
Automobile,2025-11,1424.3569025675456,3552573,-0.04256488671844213,3
Automobile,2025-12,1391.5831853693182,5740951,-0.021242747406182504,3
Automobile,2026-01,1527.3283275257456,16974666,0.5815459324620883,3
Automobile,2026-02,1688.1449890136719,8739424,0.47320839107266544,3
Banking,2020-01,69.24851353963216,113130308,0.09536032538257205,6
Banking,2020-02,66.10615855852762,81233151,-0.20667332484565926,6
Banking,2020-03,53.40262082128814,156889260,-1.4512557005960318,6
Banking,2020-04,46.9923996925354,186127689,0.1881490574937086,6
Banking,2020-05,45.10644175514342,74140271,-0.30987022520127194,6
Banking,2020-06,46.86817638801806,146661270,0.4147689088165145,6
Banking,2020-07,50.17797889571259,210158694,0.6062734115162941,6
Banking,2020-08,55.51501751702929,186656261,0.1618249811733364,6
Banking,2020-09,56.72287865841027,123808805,-0.08094806860480976,6
Banking,2020-10,56.047858339367494,130778689,-0.08489287399947688,6
Banking,2020-11,56.100829109313,128309016,0.3488806805107104,6
Banking,2020-12,59.14379229061846,216175371,0.18592076097475477,6
Banking,2021-01,63.27159389616951,263277933,0.2383693510227724,6
Banking,2021-02,60.56634836196899,177839332,-0.3477646754433742,6
Banking,2021-03,58.64542455949645,144985807,-0.03487183578315413,6
Banking,2021-04,58.15881862784877,106932873,-0.03091095635076809,6
Banking,2021-05,59.92970085900927,118584868,0.35670338442534716,6
Banking,2021-06,61.28019298206676,122657108,-0.1190737506873035,6
Banking,2021-07,61.06619770599134,132845271,0.1110515307525022,6
Banking,2021-08,63.81311830607328,95961725,0.16161700805031684,6
Banking,2021-09,63.01001711325212,207332995,-0.08704755164784864,6
Banking,2021-10,65.33017625505963,185521789,0.5309415052606765,6
Banking,2021-11,69.029970183517,271510506,0.030535731227688722,6
Banking,2021-12,67.25699007338372,123866839,-0.09568767337513803,6
Banking,2022-01,69.32788219149151,94926847,0.2580860129323445,6
Banking,2022-02,70.30384861628214,79672541,-0.056321504783101155,6
Banking,2022-03,67.8347709628119,97250703,-0.05698781143414706,6
Banking,2022-04,69.1660615224687,98423549,0.11145134513991971,6
Banking,2022-05,66.32287018226855,98386742,-0.29578576042587035,6
Banking,2022-06,60.806624658180006,103363399,-0.43109576809433775,6
Banking,2022-07,57.934804477388894,50356031,-0.028517725544044727,6
Banking,2022-08,61.55533833434616,149113886,0.3395687908828634,6
Banking,2022-09,60.02460580883604,63172031,-0.3228488368765064,6
Banking,2022-10,56.60683059692383,84511448,-0.0340168647634732,6
Banking,2022-11,57.4798402930751,102743908,0.05571595654738965,6
Banking,2022-12,55.55923652648926,318313643,-0.19985688795446124,6
Banking,2023-01,53.057950698968135,109552258,0.07519093574327754,6
Banking,2023-02,55.646742486953734,117612099,0.13565325362025563,6
Banking,2023-03,57.802096546560094,141063431,0.08297334008392539,6
Banking,2023-04,58.448903512954715,95533674,0.24551535764705248,6
Banking,2023-05,61.69014388927515,192528562,0.003810468552998321,6
Banking,2023-06,59.48878291158965,106238964,0.03595606998202963,6
Banking,2023-07,70.8990527107602,292490874,1.3255131725872487,6
Banking,2023-08,80.01097557510155,289764376,-0.1259158678879728,6
Banking,2023-09,76.3898858872671,190990466,-0.04428857172678849,6
Banking,2023-10,81.41234840046276,154981000,0.502613045679836,6
Banking,2023-11,91.01574954119596,269543117,0.6852468146537575,6
Banking,2023-12,102.11648323422386,200395556,0.10787330212524619,6
Banking,2024-01,102.98729838495669,144887875,0.10701177680770843,6
Banking,2024-02,105.98169326782227,128127820,0.4155143283769025,6
Banking,2024-03,112.73792343139648,152828386,0.16207884894725513,6
Banking,2024-04,122.98364759374547,224215809,0.47934254185354797,6
Banking,2024-05,130.7845055840232,158032859,0.3386561489051731,6
Banking,2024-06,139.9748908398198,151210519,0.517761391163805,6
Banking,2024-07,150.77421177297398,156320322,0.07387077900909357,6
Banking,2024-08,148.06696322607615,72657674,-0.13202647861849545,6
Banking,2024-09,149.4828073108007,121311480,0.284747289521638,6
Banking,2024-10,163.87500898388848,148725641,0.3026168402768078,6
Banking,2024-11,174.00307092212495,245780365,0.7991916266260946,6
Banking,2024-12,189.7479059128534,250045132,0.17263237906858164,6
Banking,2025-01,198.89714691604394,123123666,0.07656434901535966,6
Banking,2025-02,198.3210763094718,85629988,-0.21003086849621774,6
Banking,2025-03,198.0741434248667,66192599,0.1009420102909263,6
Banking,2025-04,214.71335964202882,320353266,0.6002214519885913,6
Banking,2025-05,227.3004885095311,156084123,0.33186451518929105,6
Banking,2025-06,219.05203864687965,147014607,0.8380505093295445,6
Banking,2025-07,245.92387887705928,313623763,0.8572738963520283,6
Banking,2025-08,270.0197818120321,277085657,0.4708146355621859,6
Banking,2025-09,272.141944769657,145289948,0.2166962299781668,6
Banking,2025-10,296.4059698132501,226172094,0.23442851959588493,6
Banking,2025-11,286.94958305358887,91660771,-0.05561472940723418,6
Banking,2025-12,300.14242501692337,164996214,0.20280513612862697,6
Banking,2026-01,342.73916695334697,228361143,0.4824208505228846,6
Banking,2026-02,344.19479036331177,66880037,-0.19504116913910452,6
Cement,2020-01,95.11035501586724,624493807,0.09115426131228904,7
Cement,2020-02,92.84154716219221,404844024,-0.20942206966047183,7
Cement,2020-03,90.28056465495716,1074848801,-0.460198644007018,7
Cement,2020-04,92.07101813229647,1159283662,1.6740151644497343,7
Cement,2020-05,99.84602508739549,486464923,-0.12479308889068733,7
Cement,2020-06,100.1792987910184,378497761,0.10284968285399738,7
Cement,2020-07,117.14277786053486,959584784,0.9352861042243271,7
Cement,2020-08,136.14558102484463,897772343,0.5000316218885623,7
Cement,2020-09,144.4764978637943,700254351,-0.20581484049691462,7
Cement,2020-10,143.37043433684806,781655157,0.318810179844642,7
Cement,2020-11,144.61302956431902,416819902,-0.09396674191071591,7
Cement,2020-12,149.6814406791829,632648476,0.41535420735907397,7
Cement,2021-01,155.63531799056904,563737197,0.45986273695159124,7
Cement,2021-02,178.25628448554448,758559240,0.4911857540276874,7
Cement,2021-03,182.915080342974,512120920,-0.17333172811696895,7
Cement,2021-04,182.9835306638247,280029756,-0.11732222606042478,7
Cement,2021-05,188.90758260739904,308687028,0.8063182791135497,7
Cement,2021-06,197.02130603790283,561625446,-0.07617647884829855,7
Cement,2021-07,190.59879330226354,195004834,-0.30545225048086067,7
Cement,2021-08,182.42486064465015,234015828,0.003743220517690754,7
Cement,2021-09,161.86490708512144,310882174,-0.9630150294416449,7
Cement,2021-10,144.3654469989595,308427386,0.4515069149583164,7
Cement,2021-11,156.22610305810903,386390734,-0.3401324624104577,7
Cement,2021-12,140.59636713110882,306857394,0.04401943954989618,7
Cement,2022-01,145.10149807183922,142074922,-0.16520796197388804,7
Cement,2022-02,142.29322436196463,187532430,-0.2922884183404259,7
Cement,2022-03,127.39327456195902,287196101,0.17375655606181853,7
Cement,2022-04,128.04706231590842,486222049,-0.5055249798324805,7
Cement,2022-05,109.72515823005082,312348049,-0.5804679059307283,7
Cement,2022-06,98.20863809523644,329774475,-0.1391894421849552,7
Cement,2022-07,92.7943227372202,131651769,-0.6067223141736349,7
Cement,2022-08,103.20879810641271,376243669,0.9013743671721423,7
Cement,2022-09,108.84628932816642,377954905,0.009572166261695941,7
Cement,2022-10,111.22921298474682,312804025,-0.018526120599323223,7
Cement,2022-11,107.89825028568119,171951810,-0.13495981412368038,7
Cement,2022-12,95.26855105858344,196055841,-0.5125536710163532,7
Cement,2023-01,88.46700429606747,277043990,-0.24736684564751774,7
Cement,2023-02,90.3543611730848,310329957,0.24252262504541783,7
Cement,2023-03,93.08963518853513,397051838,0.2844963943873095,7
Cement,2023-04,92.31439573764801,114065390,0.12528655220067741,7
Cement,2023-05,104.67335877803542,355624002,0.4176366419639144,7
Cement,2023-06,112.6668895653316,168934614,-0.036668920967495584,7
Cement,2023-07,123.63446570740265,324606892,0.4900110811762487,7
Cement,2023-08,127.71411761289798,288593136,-0.6208248983403288,7
Cement,2023-09,116.93030342115026,205319726,0.28319923060179014,7
Cement,2023-10,128.72627022049645,448239203,0.7628673862677601,7
Cement,2023-11,152.83976839424727,727178829,0.8003666765409898,7
Cement,2023-12,168.27648533607015,718345737,0.14658024535309908,7
Cement,2024-01,164.78596597280563,347566135,-0.25002198893030625,7
Cement,2024-02,157.1228916134153,196658528,0.24332112407026832,7
Cement,2024-03,162.92401047434126,181112895,-0.1705275751415655,7
Cement,2024-04,173.71032824591984,575358111,0.641248561401428,7
Cement,2024-05,188.04264107617465,746041850,0.4386304767806035,7
Cement,2024-06,194.2271432315602,486431953,0.03695405778423703,7
Cement,2024-07,196.4160171828655,359020038,-0.190088809466076,7
Cement,2024-08,184.75932738570128,433455237,0.2974557951369737,7
Cement,2024-09,189.54977504574524,457601455,0.4182317532524023,7
Cement,2024-10,202.2251616235105,808098096,0.8223782366276069,7
Cement,2024-11,234.2319537052492,695144975,0.5200719572462936,7
Cement,2024-12,259.6638226671284,939667960,0.38340317321033157,7
Cement,2025-01,250.70642833828185,982929957,-0.07631232290934886,7
Cement,2025-02,258.0772082249921,876541763,0.01817072395172065,7
Cement,2025-03,312.0620415745949,691064370,3.0377131941824276,7
Cement,2025-04,195.7232759339469,709252032,-0.5467283711395664,7
Cement,2025-05,157.08277996867693,767549130,1.0457142433256865,7
Cement,2025-06,166.39700810438922,627855515,0.20726585776315068,7
Cement,2025-07,171.67132208214042,425099719,-0.13688009632399775,7
Cement,2025-08,188.74436111450194,641593080,0.9256033602812997,7
Cement,2025-09,218.73622485569544,665125131,0.3812928994767752,7
Cement,2025-10,210.1143581793175,375541624,-0.3413926599597268,7
Cement,2025-11,209.37878595079695,466256992,0.4996320371584667,7
Cement,2025-12,242.01422116663548,690055472,0.20440273614535756,7
Cement,2026-01,237.83727182660783,559986712,-0.11272275401924123,7
Cement,2026-02,226.37482057298934,95809961,-0.30695508417381717,7
Chemicals,2020-01,136.89707548721978,27192600,0.032690817860885193,2
Chemicals,2020-02,126.90053958892823,15035200,-0.6437813059884107,2
Chemicals,2020-03,107.59248343381014,27651567,-0.8971868345163703,2
Chemicals,2020-04,107.89178041978316,17435569,0.8511699283100033,2
Chemicals,2020-05,113.22346859886532,6581681,-0.196576796829322,2
Chemicals,2020-06,109.59937355735086,13404637,0.18273470408712023,2
Chemicals,2020-07,117.0525597282078,29021243,0.24107726808714394,2
Chemicals,2020-08,118.07090450468517,24655254,-0.1767940187254344,2
Chemicals,2020-09,119.07801749489524,21101086,0.086026652238773,2
Chemicals,2020-10,119.59342089566317,15522565,0.06599904557600979,2
Chemicals,2020-11,120.11820002964565,7717440,-0.08015825358403526,2
Chemicals,2020-12,122.2558182426121,12860013,0.1408992794681258,2
Chemicals,2021-01,126.40273066929409,10539557,0.1420969388535539,2
Chemicals,2021-02,123.38237476348877,11742322,-0.18618948091279647,2
Chemicals,2021-03,115.84292221069336,9752977,-0.3653706306568544,2
Chemicals,2021-04,117.93561484596945,20539718,0.24131733180344075,2
Chemicals,2021-05,121.20525432768322,6245214,0.308473083632067,2
Chemicals,2021-06,124.84505306590687,7910961,-0.10616133517338104,2
Chemicals,2021-07,122.44252170215954,4222694,-0.07040979850574139,2
Chemicals,2021-08,120.28181249445134,7743009,-0.08224959949271622,2
Chemicals,2021-09,115.6325631575151,6708233,-0.20584733005647501,2
Chemicals,2021-10,115.2934176127116,7269024,0.15353138215539316,2
Chemicals,2021-11,119.28783763538708,14000137,-0.02246914551183764,2
Chemicals,2021-12,114.27602585502292,5990075,-0.11990905552400295,2
Chemicals,2022-01,115.34352220807757,4601744,0.014844353943697996,2
Chemicals,2022-02,117.56565437316894,8164409,0.12045562664544347,2
Chemicals,2022-03,112.9773479959239,6310915,-0.08364929664606655,2
Chemicals,2022-04,120.02119282313755,13119681,0.31161779439422554,2
Chemicals,2022-05,118.8832520571622,6567449,-0.1426309455363943,2
Chemicals,2022-06,115.52479761297053,7668536,-0.13717763160835345,2
Chemicals,2022-07,111.58825065976097,4785603,-0.17514899190019806,2
Chemicals,2022-08,111.84087637196417,6292562,0.16493561543158264,2
Chemicals,2022-09,110.34972763061523,10951175,-0.06726481696609347,2
Chemicals,2022-10,113.58230881463913,7124745,0.28869206973900813,2
Chemicals,2022-11,123.72124880010432,14349951,0.40121746866558555,2
Chemicals,2022-12,128.7438517483798,17088090,-0.034100697306894336,2
Chemicals,2023-01,133.84131951765582,23711445,0.3879713445689051,2
Chemicals,2023-02,141.15574169158936,29988611,-0.057761882783514684,2
Chemicals,2023-03,137.6867262798807,42321668,-0.22693987466266108,2
Chemicals,2023-04,138.25709762573243,17972859,1.2332847572542216,2
Chemicals,2023-05,169.98706270300823,11563250,0.21567812819330195,2
Chemicals,2023-06,167.91348405317828,5503699,-0.27841346763634717,2
Chemicals,2023-07,164.24213209606353,11998062,-0.17629068548345106,2
Chemicals,2023-08,167.0611635291058,22704067,0.09942439576641782,2
Chemicals,2023-09,163.34719285510835,6063773,0.24856741294511175,2
Chemicals,2023-10,174.42627976157448,18534681,0.47847925352835896,2
Chemicals,2023-11,189.46213670210406,15740078,0.2601687712194618,2
Chemicals,2023-12,199.7143640064058,23094208,-0.24995011757999716,2
Chemicals,2024-01,199.28848250015923,22747875,0.29933628568119036,2
Chemicals,2024-02,200.53250160217286,8376761,0.09470107499071623,2
Chemicals,2024-03,221.31671085357667,15650104,0.8109531750847024,2
Chemicals,2024-04,241.70825152926975,12420666,0.14701196850318998,2
Chemicals,2024-05,242.8156616904519,12756922,0.16614797270975526,2
Chemicals,2024-06,234.2350706212661,6093588,0.026892760038091216,2
Chemicals,2024-07,236.60696046248725,8271780,-0.1855674814469876,2
Chemicals,2024-08,227.84246826171875,5912259,-0.06293795201911453,2
Chemicals,2024-09,224.94926016671317,8501177,-0.17630116758376632,2
Chemicals,2024-10,225.6038705577021,20934882,0.09835037756221501,2
Chemicals,2024-11,240.36497570219495,30024618,0.7086019280339021,2
Chemicals,2024-12,312.47666894821896,52532190,1.7950612748559245,2
Chemicals,2025-01,304.35125064849854,97948447,-0.2043786515283142,2
Chemicals,2025-02,202.53105083264802,37274348,-0.6337990087352363,1
Chemicals,2025-03,187.567141578311,43886358,-0.09999427243242642,1
Chemicals,2025-04,170.30749893188477,63902962,-0.8489161011887912,1
Chemicals,2025-05,171.2328571137928,54912491,0.7338567458365639,1
Chemicals,2025-06,178.9480946858724,40902274,0.04198242547032215,1
Chemicals,2025-07,198.4978259542714,85853669,0.6625582428708495,1
Chemicals,2025-08,214.1464988708496,42901372,0.020274432788092156,1
Chemicals,2025-09,238.69363542036578,63347949,0.9476237388239934,1
Chemicals,2025-10,239.64260930600375,32935248,-0.718304485593756,1
Chemicals,2025-11,217.8319999694824,31326317,0.042156782998175046,1
Chemicals,2025-12,222.74909071488813,58457214,0.39068329497006327,1
Chemicals,2026-01,258.99227281050247,80804033,0.4845504080292995,1
Chemicals,2026-02,279.82749938964844,35652009,1.5007691570025419,1
Fertilizer,2020-01,33.214586589647375,98153130,0.029627996067070752,2
Fertilizer,2020-02,32.53623015880585,40509251,-0.47570685956609743,2
Fertilizer,2020-03,29.089058247479525,50956536,-0.6240130078219646,2
Fertilizer,2020-04,30.5586567141793,55519538,0.9704392233742083,2
Fertilizer,2020-05,33.836976936885286,37341019,0.13735625768413312,2
Fertilizer,2020-06,33.48786132985895,34909887,-0.14958894373580767,2
Fertilizer,2020-07,35.34323684028957,125477879,0.4010115230283958,2
Fertilizer,2020-08,35.34242854799543,124483584,-0.062343977322768085,2
Fertilizer,2020-09,36.93194450031627,247387782,0.2791746563388368,2
Fertilizer,2020-10,36.02605093609203,161611579,0.3158304272808721,2
Fertilizer,2020-11,37.19488675253732,167088483,0.031335409907585446,2
Fertilizer,2020-12,38.547450148540996,238537131,0.6152654326956022,2
Fertilizer,2021-01,42.29820878165109,323497389,0.2124435615145235,2
Fertilizer,2021-02,41.549903583526614,127218290,-0.25117390009113755,2
Fertilizer,2021-03,41.140372359234355,201735320,0.22053226571173654,2
Fertilizer,2021-04,41.496403910896994,106307535,-0.18037841074409552,2
Fertilizer,2021-05,41.81468237014044,45959559,0.21074009992425222,2
Fertilizer,2021-06,42.692645593123004,120683520,0.029389977101969153,2
Fertilizer,2021-07,43.35249215906317,100161293,0.04261532572452576,2
Fertilizer,2021-08,42.25251540270719,35498076,-0.13157601896148607,2
Fertilizer,2021-09,41.316562002355404,62016464,-0.28057390475466043,2
Fertilizer,2021-10,39.4738697778611,74080204,0.25869923753541046,2
Fertilizer,2021-11,43.40460083701394,91446426,0.19819147481578173,2
Fertilizer,2021-12,41.30225293532662,42782853,-0.11716605332067463,2
Fertilizer,2022-01,43.55707727159773,45353874,0.024170493283366897,2
Fertilizer,2022-02,43.6621160030365,43155618,-0.017370160122278377,2
Fertilizer,2022-03,43.73821382937224,39235326,0.19552052476341003,2
Fertilizer,2022-04,48.66003699529739,42271438,0.2105726921430647,2
Fertilizer,2022-05,47.85005677830089,24529537,-0.12551607768809914,2
Fertilizer,2022-06,45.818454872478135,26925248,-0.28533651071596083,2
Fertilizer,2022-07,44.594271614438014,33640291,-0.10279593360713178,2
Fertilizer,2022-08,43.81754178586213,34999977,0.06998598805744378,2
Fertilizer,2022-09,42.92742039940574,20103412,-0.1893341759137849,2
Fertilizer,2022-10,42.752600034077965,18651330,-0.091246159778213,2
Fertilizer,2022-11,43.25315657528964,23381119,-0.10880136645463662,2
Fertilizer,2022-12,41.78768693317067,37362640,-0.3100829488793129,2
Fertilizer,2023-01,41.1269547289068,21356372,-0.16688037632442068,2
Fertilizer,2023-02,40.9546359539032,29266410,-0.27616856080404817,2
Fertilizer,2023-03,40.83171388377314,34090800,0.07531854312296479,2
Fertilizer,2023-04,41.019547247886656,18836128,0.07015271751900115,2
Fertilizer,2023-05,42.49595320743063,29296231,-0.173867821707936,2
Fertilizer,2023-06,41.771910884163596,27891814,0.062039463602672255,2
Fertilizer,2023-07,42.92964696884155,43356033,0.4412466459766274,2
Fertilizer,2023-08,43.04138401280279,60703772,-0.16945846581010027,2
Fertilizer,2023-09,41.81862199874151,24857579,0.11686081880286532,2
Fertilizer,2023-10,45.27121368321505,73997117,0.8356303706314248,2
Fertilizer,2023-11,51.23819403214888,239204902,0.9888903722033828,2
Fertilizer,2023-12,58.596724782671245,282300534,0.7363624622242133,2
Fertilizer,2024-01,60.15375290746274,210966973,-0.3488760236052184,2
Fertilizer,2024-02,56.637181758880615,76238308,0.15895754595978584,2
Fertilizer,2024-03,60.47731237411499,65617477,0.40188867244115406,2
Fertilizer,2024-04,71.29827319251166,206374675,1.2046380152860179,2
Fertilizer,2024-05,76.80668046257712,156155050,-0.13869517851487642,2
Fertilizer,2024-06,77.57645685532513,83489819,0.6321798644748103,2
Fertilizer,2024-07,91.31360717441724,336710275,0.6300325902141527,2
Fertilizer,2024-08,99.35432524908157,192368442,0.37674231924723206,2
Fertilizer,2024-09,108.93299275352841,200108521,0.7090966621716903,2
Fertilizer,2024-10,141.49826000047767,172650363,1.135414539785677,2
Fertilizer,2024-11,165.55253837222145,106788768,0.7576623063793448,2
Fertilizer,2024-12,209.6466462670303,137433971,0.736549798010967,2
Fertilizer,2025-01,344.94987952190894,90597377,0.3005016177888253,1
Fertilizer,2025-02,347.77191804584703,32203250,0.0841702842614212,1
Fertilizer,2025-03,350.6993945893787,24450587,-0.08348298054140131,1
Fertilizer,2025-04,334.38714599609375,33475354,-0.25422600988878613,1
Fertilizer,2025-05,342.4383980887277,39273353,0.3488866052615943,1
Fertilizer,2025-06,360.42123122442337,25578558,0.3193505507127561,1
Fertilizer,2025-07,416.93628858483356,54440978,0.6894431320603475,1
Fertilizer,2025-08,435.3534652709961,61692304,-0.10395081818129592,1
Fertilizer,2025-09,441.8243380459872,44870665,0.2762457562502702,1
Fertilizer,2025-10,468.7472826086956,55313090,0.24684487185231951,1
Fertilizer,2025-11,535.8254974365234,68900866,1.0309005368785924,1
Fertilizer,2025-12,581.6090892444957,64788777,0.044102784095134684,1
Fertilizer,2026-01,607.0609075372869,114318079,0.028972406637774825,1
Fertilizer,2026-02,581.2399978637695,17915829,-0.1653228689767,1
Food,2020-01,1308.1022038945055,304951502,-0.18369358060809884,5
Food,2020-02,1235.2144117042271,291170704,-0.34802307210522265,5
Food,2020-03,1133.7674977475947,273848471,-0.5594740230568965,5
Food,2020-04,979.0145762426043,274017191,0.5374920829136267,5
Food,2020-05,1069.5401724095527,244967854,0.2605078603924559,5
Food,2020-06,1069.1127803824165,318194061,-0.006342711090997391,5
Food,2020-07,1104.3942908717875,359938370,0.27963630155224173,5
Food,2020-08,1030.6514480840592,409643380,0.1931001354393037,5
Food,2020-09,1116.4401073783908,741208293,0.3598665497585776,5
Food,2020-10,1073.580265771259,883602737,0.267062412282804,5
Food,2020-11,1077.136358829645,565555225,0.061976046896321677,5
Food,2020-12,1127.5373665972759,578675990,0.4898818829908265,5
Food,2021-01,1127.0088239966087,436887904,0.21156941144055466,5
Food,2021-02,1062.5494362103818,277006885,-0.504753801374821,5
Food,2021-03,996.2266196292379,591737440,-0.11040854971593182,5
Food,2021-04,983.8627518863852,407308551,0.08386176472194881,5
Food,2021-05,968.272176870933,463332419,0.581734310579558,5
Food,2021-06,983.6407713261517,434795239,0.3846378556409492,5
Food,2021-07,1018.5121802190029,212775174,-0.11420796067562458,5
Food,2021-08,1005.6213326952674,207942464,0.04233767143819371,5
Food,2021-09,1038.6385492556685,225656116,-0.3637204072251699,5
Food,2021-10,1011.5263295196352,266872252,0.11640680659243931,5
Food,2021-11,1006.862616066539,169275210,-0.26333359335485845,5
Food,2021-12,962.9117624006773,185554740,0.058130951590672456,5
Food,2022-01,977.2128431567779,152861534,0.24973500241826704,5
Food,2022-02,993.2922523864592,125699079,-0.31503286387483886,5
Food,2022-03,969.7776093897612,117211134,0.16605213390104398,5
Food,2022-04,1013.6753410284335,129264060,-0.1832096094089392,5
Food,2022-05,1030.488454425007,140918061,-0.14870337274230674,5
Food,2022-06,1031.8937972488752,242962350,-0.12761925823088247,5
Food,2022-07,1045.5816657405633,125426389,-0.057752891137596955,5
Food,2022-08,1092.4027875941733,239096109,0.3970657904868072,5
Food,2022-09,1041.9471297220352,93701664,-0.32970419989029603,5
Food,2022-10,1064.5180890083313,114697401,0.00463325489055049,5
Food,2022-11,1066.904869241452,185516847,-0.06982817181648064,5
Food,2022-12,1022.6686400754736,74124356,-0.4293461590034855,5
Food,2023-01,1013.557867858145,66798145,-0.14770153566092836,5
Food,2023-02,985.3883572732559,28942710,-0.20029078798147248,5
Food,2023-03,952.8178082839303,63004169,-0.048945721345969966,5
Food,2023-04,977.136538028717,27228450,0.38496567336169524,5
Food,2023-05,1155.603400531568,54692275,0.1368756136686596,5
Food,2023-06,1241.0733792366239,102637068,0.09020517236797809,5
Food,2023-07,1273.3927298967656,216575099,0.9797150272007874,5
Food,2023-08,1362.2734744942707,125843943,-0.39089403234533915,5
Food,2023-09,1361.603296000224,47767135,0.17661812982742442,5
Food,2023-10,1375.1613214102658,101971424,0.31833320224903777,5
Food,2023-11,1562.332687071704,217120675,0.7421374467749999,5
